0.0,0.0,0.0,nan,0.0
0.0,0.0,0.0,0.072961,0.0
0.0,0.0,0.0,0.315968,0.0
0.0,0.0,0.0,0.637747,0.0
0.0,0.0,0.0,1.109363,0.0
0.0,0.0,0.0,1.723976,0.0
0.0,0.0,0.0,2.537829,0.0
0.0,0.0,0.0,3.376203,0.0
0.0,0.0,0.0,4.403646,0.0
0.0,0.0,0.0,5.587223,0.0
0.0,0.0,0.0,6.903803,0.0
0.0,0.0,0.0,8.350339,0.0
0.0,0.0,0.0,9.953891,0.0
0.0,0.0,0.0,11.677236,0.0
0.0,0.0,0.0,13.684934,0.0
0.0,0.0,0.0,15.663349,0.0
0.0,0.0,0.0,17.710059,0.0
0.0,0.0,0.0,20.015208,0.0
0.0,0.0,0.0,23.922487,0.0
0.0,0.0,0.0,25.083723,0.0
0.0,0.0,0.0,28.065981,0.0
