0.0,0.0,0.0,nan,0.0
0.0,0.0,0.0,0.030733,0.0
0.0,0.0,0.0,0.148361,0.0
0.0,0.0,0.0,0.318426,0.0
0.0,0.0,0.0,0.518428,0.0
0.0,0.0,0.0,0.810697,0.0
0.0,0.0,0.0,1.189843,0.0
0.0,0.0,0.0,1.556457,0.0
0.0,0.0,0.0,2.050836,0.0
0.0,0.0,0.0,2.657317,0.0
0.0,0.0,0.0,3.242209,0.0
0.0,0.0,0.0,3.856871,0.0
0.0,0.0,0.0,4.879805,0.0
0.0,0.0,0.0,5.757723,0.0
0.0,0.0,0.0,6.300722,0.0
0.0,0.0,0.0,7.281037,0.0
0.0,0.0,0.0,8.166113,0.0
0.0,0.0,0.0,9.867683,0.0
0.0,0.0,0.0,10.259809,0.0
0.0,0.0,0.0,11.817334,0.0
0.0,0.0,0.0,14.538497,0.0
